Ticker,Symbol,Security Name,Exchange,Sector,Industry,Market Cap,Avg Volume
APA,APA,APA Corporation - Common Stock,NASDAQ,Energy,Oil & Gas E&P,11438297088,6045598
BMRN,BMRN,BioMarin Pharmaceutical Inc. - Common Stock,NASDAQ,Healthcare,Biotechnology,11401848832,2185622
HAS,HAS,"Hasbro, Inc. - Common Stock",NASDAQ,Consumer Cyclical,Leisure,11340478464,2002542
CGNX,CGNX,Cognex Corporation - Common Stock,NASDAQ,Technology,Scientific & Technical Instruments,11283239936,2502020
LINE,LINE,"Lineage, Inc. - Common Stock",NASDAQ,Real Estate,REIT - Industrial,11032905728,1034072
HUT,HUT,Hut 8 Corp. - Common Stock,NASDAQ,Financial Services,Capital Markets,10937392128,4725106
BPOP,BPOP,"Popular, Inc. - Common Stock",NASDAQ,Financial Services,Banks - Regional,10794576896,525588
CART,CART,Maplebear Inc. - Common Stock,NASDAQ,Consumer Cyclical,Internet Retail,10759664640,4328526
JKHY,JKHY,"Jack Henry & Associates, Inc. - Common Stock",NASDAQ,Technology,Information Technology Services,10435228672,1601950
KTOS,KTOS,"Kratos Defense & Security Solutions, Inc. - Common Stock",NASDAQ,Industrials,Aerospace & Defense,10379231232,5118556
DPZ,DPZ,Domino's Pizza Inc - Common Stock,NASDAQ,Consumer Cyclical,Restaurants,10366394368,986980
GSAT,GSAT,"Globalstar, Inc. - Common Stock",NASDAQ,Communication Services,Telecom Services,10353341440,1443814
ALGM,ALGM,"Allegro MicroSystems, Inc. - Common Stock",NASDAQ,Technology,Semiconductors,10337357824,3043108
FIVE,FIVE,"Five Below, Inc. - Common Stock",NASDAQ,Consumer Cyclical,Specialty Retail,10087530496,1274088
APGE,APGE,"Apogee Therapeutics, Inc. - Common Stock",NASDAQ,Healthcare,Biotechnology,9992667136,2867030
IBRX,IBRX,"ImmunityBio, Inc. - Common Stock",NASDAQ,Healthcare,Biotechnology,9887021056,13660830
HSIC,HSIC,"Henry Schein, Inc. - Common Stock",NASDAQ,Healthcare,Medical Distribution,9845825536,1545618
ENSG,ENSG,"The Ensign Group, Inc. - Common Stock",NASDAQ,Healthcare,Medical Care Facilities,9831685120,909458
BSY,BSY,"Bentley Systems, Incorporated - Class B Common Stock",NASDAQ,Technology,Software - Application,9800479744,3061946
AAOI,AAOI,"Applied Optoelectronics, Inc. - Common Stock",NASDAQ,Technology,Communication Equipment,9705362432,12731512
CORT,CORT,Corcept Therapeutics Incorporated - Common Stock,NASDAQ,Healthcare,Biotechnology,9684187136,1099190
AVAV,AVAV,"AeroVironment, Inc. - Common Stock",NASDAQ,Industrials,Aerospace & Defense,9660567552,1581518
FORM,FORM,"FormFactor, Inc. - Common Stock",NASDAQ,Technology,Semiconductor Equipment & Materials,9634429952,2076426
GLXY,GLXY,Galaxy Digital Inc. - Class A common stock,NASDAQ,Financial Services,Capital Markets,9587643392,6656124
APLD,APLD,Applied Digital Corporation - Common Stock,NASDAQ,Technology,Information Technology Services,9447541760,22745006
HALO,HALO,"Halozyme Therapeutics, Inc. - Common Stock",NASDAQ,Healthcare,Biotechnology,9423802368,1812322
BRKR,BRKR,Bruker Corporation - Common Stock,NASDAQ,Healthcare,Medical Devices,9383187456,2617548
KYMR,KYMR,"Kymera Therapeutics, Inc. - Common Stock",NASDAQ,Healthcare,Biotechnology,9337058304,834616
COLB,COLB,"Columbia Banking System, Inc. - Common Stock",NASDAQ,Financial Services,Banks - Regional,9182633984,2919698
ALKS,ALKS,Alkermes plc - Ordinary Shares,NASDAQ,Healthcare,Drug Manufacturers - Specialty & Generic,9097165824,2363838
MANH,MANH,"Manhattan Associates, Inc. - Common Stock",NASDAQ,Technology,Software - Application,8936220672,671242
MTCH,MTCH,"Match Group, Inc. - Common Stock",NASDAQ,Communication Services,Internet Content & Information,8840801280,3604018
AAON,AAON,"AAON, Inc. - Common Stock",NASDAQ,Industrials,Building Products & Equipment,8815338496,1178518
DOCU,DOCU,"DocuSign, Inc. - Common Stock",NASDAQ,Technology,Software - Application,8739534848,3917252
CELH,CELH,"Celsius Holdings, Inc. - Common Stock",NASDAQ,Consumer Defensive,Beverages - Non-Alcoholic,8477033984,9620248
CBSH,CBSH,"Commerce Bancshares, Inc. - Common Stock",NASDAQ,Financial Services,Banks - Regional,8459447808,1255762
MXL,MXL,"MaxLinear, Inc - Common Stock",NASDAQ,Technology,Semiconductors,8338520064,5753758
CIFR,CIFR,Cipher Digital Inc. - Common Stock,NASDAQ,Technology,Information Technology Services,8197345792,25507622
FRVO,FRVO,Fervo Energy Company - Class A common stock,NASDAQ,Utilities,Utilities - Renewable,8188183552,4499185
MBLY,MBLY,Mobileye Global Inc. - Class A Common Stock,NASDAQ,Consumer Cyclical,Auto Parts,8059720704,6700928
HQY,HQY,"HealthEquity, Inc. - Common Stock",NASDAQ,Healthcare,Health Information Services,7989880320,1005712
IMVT,IMVT,"Immunovant, Inc.  - Common Stock",NASDAQ,Healthcare,Biotechnology,7963932672,2001606
CHYM,CHYM,"Chime Financial, Inc. - Class A Common Stock",NASDAQ,Technology,Software - Application,7951869440,5352288
MIDD,MIDD,The Middleby Corporation - Common Stock,NASDAQ,Industrials,Specialty Industrial Machinery,7917962240,687710
MIRM,MIRM,"Mirum Pharmaceuticals, Inc. - common stock",NASDAQ,Healthcare,Biotechnology,7658632192,1088720
MRCY,MRCY,Mercury Systems Inc - Common Stock,NASDAQ,Industrials,Aerospace & Defense,7578062848,710810
CBC,CBC,"Central Bancompany, Inc. - Class A Common Stock",NASDAQ,Financial Services,Banks - Regional,7543106048,754474
FIGR,FIGR,"Figure Technology Solutions, Inc. - Class A Common Stock",NASDAQ,Financial Services,Capital Markets,7497529856,4114886
CRUS,CRUS,"Cirrus Logic, Inc. - Common Stock",NASDAQ,Technology,Semiconductors,7378206208,619182
LNTH,LNTH,"Lantheus Holdings, Inc. - Common Stock",NASDAQ,Healthcare,Drug Manufacturers - Specialty & Generic,7154507264,1030876
LSTR,LSTR,"Landstar System, Inc. - Common Stock",NASDAQ,Industrials,Integrated Freight & Logistics,7064192512,509082
LQDA,LQDA,Liquidia Corporation - Common Stock,NASDAQ,Healthcare,Drug Manufacturers - Specialty & Generic,7019094528,2015680
CPB,CPB,The Campbell's Company - Common Stock,NASDAQ,Consumer Defensive,Packaged Foods,6954169344,9495866
CORZ,CORZ,"Core Scientific, Inc. - Common Stock",NASDAQ,Technology,Software - Infrastructure,6812281856,14571228
LKQ,LKQ,LKQ Corporation - Common Stock,NASDAQ,Consumer Cyclical,Auto Parts,6764696576,3137784
ACMR,ACMR,"ACM Research, Inc. - Class A Common Stock",NASDAQ,Technology,Semiconductor Equipment & Materials,6756834304,1802854
AVT,AVT,"Avnet, Inc. - Common Stock",NASDAQ,Technology,Electronics & Computer Distribution,6740739072,1480962
DBX,DBX,"Dropbox, Inc. - Class A Common Stock",NASDAQ,Technology,Software - Infrastructure,6663066624,4049202
CAMT,CAMT,Camtek Ltd. - Ordinary Shares,NASDAQ,Technology,Semiconductor Equipment & Materials,6648553984,510458
COGT,COGT,"Cogent Biosciences, Inc. - Common Stock",NASDAQ,Healthcare,Biotechnology,6610882560,2404950
NAVN,NAVN,"Navan, Inc. - Class A Common Stock",NASDAQ,Technology,Software - Application,6528683520,4365648
MWH,MWH,"SOLV Energy, Inc. - Class A common stock",NASDAQ,Utilities,Utilities - Renewable,6418508288,1836472
CHRD,CHRD,Chord Energy Corporation - Common Stock,NASDAQ,Energy,Oil & Gas E&P,6379823616,793050
KLIC,KLIC,"Kulicke and Soffa Industries, Inc. - Common Stock",NASDAQ,Technology,Semiconductor Equipment & Materials,6349548032,1068602
CHDN,CHDN,"Churchill Downs, Incorporated - Common Stock",NASDAQ,Consumer Cyclical,Gambling,6336146432,1041128
MORN,MORN,"Morningstar, Inc. - Common Stock",NASDAQ,Financial Services,Financial Data & Stock Exchanges,6310369280,525802
DSGX,DSGX,The Descartes Systems Group Inc. - Common Stock,NASDAQ,Technology,Software - Application,6237863424,539624
CROX,CROX,"Crocs, Inc. - Common Stock",NASDAQ,Consumer Cyclical,Footwear & Accessories,6225119232,1214504
CVLT,CVLT,"Commvault Systems, Inc. - Common Stock",NASDAQ,Technology,Software - Application,6212424704,830236
CGON,CGON,"CG Oncology, Inc. - Common stock",NASDAQ,Healthcare,Biotechnology,6205925888,1051688
CWST,CWST,"Casella Waste Systems, Inc. - Class A Common Stock",NASDAQ,Industrials,Waste Management,6201332736,756834
CZR,CZR,"Caesars Entertainment, Inc. - Common Stock",NASDAQ,Consumer Cyclical,Resorts & Casinos,6190247424,7121460
GLBE,GLBE,Global-E Online Ltd. - ordinary shares,NASDAQ,Consumer Cyclical,Internet Retail,6189598208,1801114
HWC,HWC,Hancock Whitney Corporation - Common Stock,NASDAQ,Financial Services,Banks - Regional,6055196160,928598
GTX,GTX,Garrett Motion Inc. - Common Stock,NASDAQ,Consumer Cyclical,Auto Parts,5943234560,3196134
CRSP,CRSP,CRISPR Therapeutics AG - Common Shares,NASDAQ,Healthcare,Biotechnology,5916926464,1770232
DFTX,DFTX,"Definium Therapeutics, Inc.  - Common Shares",NASDAQ,Healthcare,Biotechnology,5865924096,3000690
DUOL,DUOL,"Duolingo, Inc. - Class A Common Stock",NASDAQ,Technology,Software - Application,5859550208,1703652
LYFT,LYFT,"Lyft, Inc. - Class A Common Stock",NASDAQ,Technology,Software - Application,5835720192,14442442
CAR,CAR,"Avis Budget Group, Inc. - Common Stock",NASDAQ,Industrials,Rental & Leasing Services,5773515264,1910776
NOVT,NOVT,Novanta Inc. - Common Shares,NASDAQ,Technology,Scientific & Technical Instruments,5759383552,544594
ERAS,ERAS,"Erasca, Inc. - Common Stock",NASDAQ,Healthcare,Biotechnology,5743884288,7210468
IRDM,IRDM,Iridium Communications Inc - Common Stock,NASDAQ,Communication Services,Telecom Services,5695149568,2874984
ENPH,ENPH,"Enphase Energy, Inc. - Common Stock",NASDAQ,Technology,Solar,5676549632,8549482
ACIW,ACIW,"ACI Worldwide, Inc. - Common Stock",NASDAQ,Technology,Software - Infrastructure,5579187200,865076
BLLN,BLLN,"BillionToOne, Inc. - Class A common stock",NASDAQ,Healthcare,Diagnostics & Research,5535556608,738134
MMYT,MMYT,MakeMyTrip Limited - Ordinary Shares,NASDAQ,Consumer Cyclical,Travel Services,5527911424,1106092
FTDR,FTDR,"Frontdoor, Inc. - Common Stock",NASDAQ,Consumer Cyclical,Personal Services,5513441280,629342
DOX,DOX,Amdocs Limited - Ordinary Shares,NASDAQ,Technology,Software - Infrastructure,5493986816,1379488
AMRX,AMRX,"Amneal Pharmaceuticals, Inc. - Class A Common Stock",NASDAQ,Healthcare,Drug Manufacturers - Specialty & Generic,5476532736,1967118
AUGO,AUGO,Aura Minerals Inc. - Common Shares,NASDAQ,Basic Materials,Gold,5465909760,1010590
GTLB,GTLB,GitLab Inc. - Class A Common Stock,NASDAQ,Technology,Software - Infrastructure,5416623104,6260936
LAUR,LAUR,"Laureate Education, Inc. - Common Stock",NASDAQ,Consumer Defensive,Education & Training Services,5347170816,1334824
BGC,BGC,"BGC Group, Inc. - Class A Common Stock",NASDAQ,Financial Services,Capital Markets,5279204352,3565554
CELC,CELC,Celcuity Inc. - Common Stock,NASDAQ,Healthcare,Biotechnology,5264320512,1469528
GNTX,GNTX,Gentex Corporation - Common Stock,NASDAQ,Consumer Cyclical,Auto Parts,5219449856,2511550
CAI,CAI,"Caris Life Sciences, Inc. - Common Stock",NASDAQ,Healthcare,Biotechnology,5173056512,2916922
DNTH,DNTH,"Dianthus Therapeutics, Inc. - Common Stock",NASDAQ,Healthcare,Biotechnology,5157212160,950644
FRMI,FRMI,Fermi Inc. - Common Stock,NASDAQ,Real Estate,REIT - Specialty,5142951936,18632936
FFIN,FFIN,"First Financial Bankshares, Inc. - Common Stock",NASDAQ,Financial Services,Banks - Regional,4997673984,917082
GLNG,GLNG,Golar LNG Limited - Common Shares,NASDAQ,Energy,Oil & Gas Midstream,4988226048,1435348
KNSA,KNSA,"Kiniksa Pharmaceuticals International, plc - Class A Ordinary Shares",NASDAQ,Healthcare,Drug Manufacturers - Specialty & Generic,4964810240,827410
DAVE,DAVE,Dave Inc.  - Class A Common Stock,NASDAQ,Technology,Software - Application,4924990464,600134
ALHC,ALHC,"Alignment Healthcare, Inc. - Common Stock",NASDAQ,Healthcare,Healthcare Plans,4920264704,6258390
EQPT,EQPT,EquipmentShare.com Inc - Class A Common Stock,NASDAQ,Industrials,Rental & Leasing Services,4843078144,2443504
EBC,EBC,"Eastern Bankshares, Inc. - Common Stock",NASDAQ,Financial Services,Banks - Regional,4806952448,3271476
CECO,CECO,CECO Environmental Corp. - Common Stock,NASDAQ,Industrials,Pollution & Treatment Controls,4797809152,961892
FLY,FLY,Firefly Aerospace Inc. - Common Stock,NASDAQ,Industrials,Aerospace & Defense,4746397696,7788898
MARA,MARA,"MARA Holdings, Inc. - Common Stock",NASDAQ,Financial Services,Capital Markets,4727754240,43157322
INDV,INDV,"Indivior Pharmaceuticals, Inc.  - Common Stock",NASDAQ,Healthcare,Drug Manufacturers - Specialty & Generic,4704542208,2107000
LIF,LIF,"Life360, Inc. - Common Stock",NASDAQ,Technology,Software - Application,4676338688,789308
LBRDK,LBRDK,Liberty Broadband Corporation - Class C Common Stock,NASDAQ,Communication Services,Telecom Services,4612016640,2296270
FULT,FULT,Fulton Financial Corporation - Common Stock,NASDAQ,Financial Services,Banks - Regional,4608230912,1939634
LIVN,LIVN,LivaNova PLC - Ordinary Shares,NASDAQ,Healthcare,Medical Devices,4593542656,821706
MRX,MRX,Marex Group plc - Ordinary Shares,NASDAQ,Financial Services,Capital Markets,4497118208,990890
IPGP,IPGP,IPG Photonics Corporation - Common Stock,NASDAQ,Technology,Semiconductor Equipment & Materials,4468039168,574668
ALM,ALM,Almonty Industries Inc. - Common Shares,NASDAQ,Basic Materials,Other Industrial Metals & Mining,4457584640,5051586
CRNX,CRNX,"Crinetics Pharmaceuticals, Inc. - Common Stock",NASDAQ,Healthcare,Biotechnology,4452740096,1287932
ACAD,ACAD,ACADIA Pharmaceuticals Inc. - Common Stock,NASDAQ,Healthcare,Biotechnology,4446995456,1632978
ACLS,ACLS,"Axcelis Technologies, Inc. - Common Stock",NASDAQ,Technology,Semiconductor Equipment & Materials,4441048064,692474
HLNE,HLNE,Hamilton Lane Incorporated - Class A Common Stock,NASDAQ,Financial Services,Asset Management,4429377536,1062780
DIOD,DIOD,Diodes Incorporated - Common Stock,NASDAQ,Technology,Semiconductors,4422180864,738186
DLO,DLO,DLocal Limited - Class A Common Shares,NASDAQ,Technology,Software - Infrastructure,4378724352,2867900
MMED,MMED,"MiniMed Group, Inc. - Common Stock",NASDAQ,Healthcare,Medical Instruments & Supplies,4378339840,924532
CENX,CENX,Century Aluminum Company - Common Stock,NASDAQ,Basic Materials,Aluminum,4331104256,2029398
LFST,LFST,"LifeStance Health Group, Inc. - Common Stock",NASDAQ,Healthcare,Medical Care Facilities,4303273984,5254678
EWTX,EWTX,"Edgewise Therapeutics, Inc. - Common Stock",NASDAQ,Healthcare,Biotechnology,4256379648,1565278
MMSI,MMSI,"Merit Medical Systems, Inc. - Common Stock",NASDAQ,Healthcare,Medical Instruments & Supplies,4240863488,864604
IRTC,IRTC,"iRhythm Holdings, Inc.  - Common Stock",NASDAQ,Healthcare,Medical Devices,4156437504,574102
MKTX,MKTX,"MarketAxess Holdings, Inc. - Common Stock",NASDAQ,Financial Services,Capital Markets,4141412352,702296
EXLS,EXLS,"ExlService Holdings, Inc. - Common Stock",NASDAQ,Technology,Information Technology Services,4128194816,2760632
MNDY,MNDY,monday.com Ltd. - Ordinary Shares,NASDAQ,Technology,Software - Application,4112260096,1796068
DNLI,DNLI,Denali Therapeutics Inc. - Common Stock,NASDAQ,Healthcare,Biotechnology,4099472640,1922054
LFTO,LFTO,"Liftoff Mobile, Inc. - Common Stock",NASDAQ,Communication Services,Advertising Agencies,4072113664,1724405
NAMS,NAMS,NewAmsterdam Pharma Company N.V. - Ordinary Shares,NASDAQ,Healthcare,Biotechnology,4071765760,1403610
CVBF,CVBF,CVB Financial Corporation - Common Stock,NASDAQ,Financial Services,Banks - Regional,4024943104,1740428
CALM,CALM,"Cal-Maine Foods, Inc. - Common Stock",NASDAQ,Consumer Defensive,Farm Products,3972526848,760792
CAKE,CAKE,The Cheesecake Factory Incorporated - Common Stock,NASDAQ,Consumer Cyclical,Restaurants,3934087168,1294182
NMRK,NMRK,"Newmark Group, Inc. - Class A Common Stock",NASDAQ,Real Estate,Real Estate Services,3917570304,1480008
CLBT,CLBT,Cellebrite DI Ltd. - Ordinary Shares,NASDAQ,Technology,Software - Infrastructure,3903733248,2295540
CHEF,CHEF,"The Chefs' Warehouse, Inc. - Common Stock",NASDAQ,Consumer Defensive,Food Distribution,3899156992,519794
EXTR,EXTR,"Extreme Networks, Inc. - Common Stock",NASDAQ,Technology,Communication Equipment,3897186816,2681158
MAT,MAT,"Mattel, Inc. - Common Stock",NASDAQ,Consumer Cyclical,Leisure,3876190464,4559570
CPRX,CPRX,"Catalyst Pharmaceuticals, Inc. - Common Stock",NASDAQ,Healthcare,Biotechnology,3850029056,2570718
LBTYA,LBTYA,Liberty Global Ltd. - Class A Common Shares,NASDAQ,Communication Services,Telecom Services,3820501248,1962752
DYN,DYN,"Dyne Therapeutics, Inc. - Common Stock",NASDAQ,Healthcare,Biotechnology,3813789184,1783222
BULL,BULL,Webull Corporation - Class A Ordinary Shares,NASDAQ,Technology,Software - Application,3813139712,13052156
FIBK,FIBK,"First Interstate BancSystem, Inc. - Common Stock",NASDAQ,Financial Services,Banks - Regional,3803143936,1201530
COCO,COCO,"The Vita Coco Company, Inc. - Common Stock",NASDAQ,Consumer Defensive,Beverages - Non-Alcoholic,3778572800,1324324
ITRI,ITRI,"Itron, Inc. - Common Stock",NASDAQ,Technology,Scientific & Technical Instruments,3773721856,814766
AXTI,AXTI,AXT Inc - Common Stock,NASDAQ,Technology,Semiconductor Equipment & Materials,3704260608,10336234
LBTYK,LBTYK,Liberty Global Ltd. - Class C Common Shares,NASDAQ,Communication Services,Telecom Services,3685262080,1256914
FHB,FHB,"First Hawaiian, Inc. - Common Stock",NASDAQ,Financial Services,Banks - Regional,3645819648,1755050
IDYA,IDYA,"IDEAYA Biosciences, Inc. - Common Stock",NASDAQ,Healthcare,Biotechnology,3624746240,1162528
KYIV,KYIV,Kyivstar Group Ltd. - Common Shares,NASDAQ,Communication Services,Telecom Services,3619941632,675610
FFBC,FFBC,First Financial Bancorp. - Common Stock,NASDAQ,Financial Services,Banks - Regional,3608521216,923912
BEAM,BEAM,Beam Therapeutics Inc. - Common Stock,NASDAQ,Healthcare,Biotechnology,3579168000,2248912
LASR,LASR,"nLIGHT, Inc. - Common Stock",NASDAQ,Technology,Semiconductors,3567850752,1277618
ELVN,ELVN,"Enliven Therapeutics, Inc.  - Common Stock",NASDAQ,Healthcare,Biotechnology,3559055104,1404250
FA,FA,First Advantage Corporation - Common Stock,NASDAQ,Industrials,Specialty Business Services,3521655552,1562802
MEOH,MEOH,Methanex Corporation - Common Stock,NASDAQ,Basic Materials,Chemicals,3517753088,854920
ATRO,ATRO,Astronics Corporation - Common Stock,NASDAQ,Industrials,Aerospace & Defense,3495347712,788521
AMBA,AMBA,"Ambarella, Inc. - Ordinary Shares",NASDAQ,Technology,Semiconductor Equipment & Materials,3437510912,1541580
ICHR,ICHR,Ichor Holdings - Ordinary Shares,NASDAQ,Technology,Semiconductor Equipment & Materials,3424641792,1220514
ADPT,ADPT,Adaptive Biotechnologies Corporation - Common Stock,NASDAQ,Healthcare,Diagnostics & Research,3391340544,2657764
BATRK,BATRK,"Atlanta Braves Holdings, Inc. - Series C Common Stock",NASDAQ,Communication Services,Entertainment,3384869376,502406
ALMS,ALMS,Alumis Inc. - Common Stock,NASDAQ,Healthcare,Biotechnology,3378537472,1277700
BTDR,BTDR,Bitdeer Technologies Group - Ordinary Shares,NASDAQ,Technology,Software - Application,3369894144,9824108
CCC,CCC,CCC Intelligent Solutions Holdings Inc. - Common Stock,NASDAQ,Technology,Software - Application,3275128064,11851416
CARG,CARG,"CarGurus, Inc. - Class A Common Stock",NASDAQ,Consumer Cyclical,Auto & Truck Dealerships,3268380416,1470742
CLSK,CLSK,"CleanSpark, Inc. - Common Stock",NASDAQ,Financial Services,Capital Markets,3238400512,22357178
COLM,COLM,Columbia Sportswear Company - Common Stock,NASDAQ,Consumer Cyclical,Apparel Manufacturing,3238234880,572042
ARQT,ARQT,"Arcutis Biotherapeutics, Inc. - Common stock",NASDAQ,Healthcare,Biotechnology,3228401920,1873452
ADEA,ADEA,Adeia Inc.  - Common Stock,NASDAQ,Technology,Software - Application,3219474688,2288964
ETOR,ETOR,eToro Group Ltd. - Class A Common Shares,NASDAQ,Financial Services,Capital Markets,3218461440,999254
ALGT,ALGT,Allegiant Travel Company - Common Stock,NASDAQ,Industrials,Airlines,3189552896,664392
